================================================================
=== 1. ARRIBA HIGH/MEDIUM CONFIDENCE FUSIONS (376 lines) ===
================================================================
SAMPLE|GENE1|GENE2|BREAKPOINT1|BREAKPOINT2|CONFIDENCE|SPLIT_READS1|SPLIT_READS2|DISCORDANT|READING_FRAME|TYPE
387-MO-17-563638234|VPS72|TMOD4|banned,known,adjacent,conjoing,ucsc_fully_overlapping,ucsc_same_strand_overlapping,t1,gap<1K,readthrough,exon-exon|0|2|out-of-frame
387-MO-17-563638234|AKAP8|BRD4|known,oncogene,chimer4seq,cancer,t1,10K<gap<100K,exon-exon|9|1|CDS(truncated)/UTR
387-MO-17-563638234|BLOC1S6|SQOR|banned,known,adjacent,conjoing,cacg,hpa,chimer4seq,mitelman,t1,10K<gap<100K,readthrough,exon-exon|0|1|CDS(truncated)/UTR
387-MO-17-563638234|BPTF|LRRC37A2|banned,known,hpa,m0,multi,exon-exon|0|1|CDS(truncated)/UTR
387-MO-17-563638234|BPTF|LRRC37A2|banned,known,hpa,m0,multi,exon-exon|0|1|out-of-frame
387-MO-17-563638234|BPTF|LRRC37A2|banned,known,hpa,m0,multi,exon-exon|0|1|out-of-frame
387-MO-17-563638234|CTBS|GNG5|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,non_tumor_cells,hpa,1000genomes,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|1|in-frame
387-MO-17-563638234|PIM3|BRD1|known,oncogene,cancer,tumor,mitelman,t1,exon-exon|0|1|CDS(truncated)/UTR
45-MO-18-563634299|TCF3|PBX1|known,oncogene,cosmic,chimer2,cgp,ticdb,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,oncokb,mitelman,ccle,t31|18|79|CDS(truncated)/intergenic
45-MO-18-563634299|TCF3|PBX1|known,oncogene,cosmic,chimer2,cgp,ticdb,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,oncokb,mitelman,ccle,t31,exon-exon|18|79|in-frame
45-MO-18-563634299|BACH2|IGH@|banned,known,chimer4seq,cancer,m16,mitelman|0|35|intronic/---
45-MO-18-563634299|BACH2|IGH@|banned,known,chimer4seq,cancer,m16,mitelman|0|35|UTR/---
45-MO-18-563634299|DDX11|AC009533.1|pseudogene,oncogene,cancer,m4,cortex,exon-exon|226|16|CDS(truncated)/exonic(no-known-CDS)
45-MO-18-563634299|DDX11|AC009533.1|pseudogene,oncogene,cancer,m4,cortex,exon-exon|226|16|CDS(truncated)/exonic(no-known-CDS)
45-MO-18-563634299|ANAPC1|RMND5A|banned,known,bodymap2,hpa,chimer4seq,m0,multi,t2,exon-exon,reciprocal|0|12|out-of-frame
45-MO-18-563634299|ANAPC1|RMND5A|banned,known,bodymap2,hpa,chimer4seq,m0,multi,t2,exon-exon,reciprocal|0|12|in-frame
45-MO-18-563634299|OR52A1|AL662844.4|lncrna,m7,cortex|151|9|UTR/exonic(no-known-CDS)
45-MO-18-563634299|AC009163.3|CHST6|10K<gap<100K,exon-exon|18|6|UTR/UTR
45-MO-18-563634299|IGH@|BANK1|banned,known,hpa,m1,multi,mitelman,short_repeats,sr1.96|0|6|---/intronic
45-MO-18-563634299|NIBAN3|COPS2|cancer,m3,mitelman|108|6|UTR/intronic
45-MO-18-563634299|NIBAN3|COPS2|cancer,m3,mitelman|108|6|UTR/intronic
45-MO-18-563634299|CCBE1|RHOA|oncogene,cancer,tumor,t5,reciprocal|0|5|UTR/UTR
45-MO-18-563634299|IL3RA|CSF2RA|banned,known,paralogs,adjacent,similar_reads,ambiguous,hpa,gtex,chimer4seq,cancer,m0,multi,gap<1K|1222|5|intronic/intergenic
45-MO-18-563634299|IL3RA|CSF2RA|banned,known,paralogs,adjacent,similar_reads,ambiguous,hpa,gtex,chimer4seq,cancer,m0,multi,gap<1K|1222|5|intronic/intronic
45-MO-18-563634299|PRR13|BACH2|cancer,t3|6|5|UTR/intronic
45-MO-18-563634299|RHOA|CCBE1|oncogene,cancer,tumor,t5,reciprocal|0|5|UTR/UTR
45-MO-18-563634299|FOXP1|ETV6|known,similar_reads,pair_pseudo_genes,oncogene,cgp,ambiguous,cancer,tumor,m0,multi|19067|4|intronic/intronic
45-MO-18-563634299|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t2,10K<gap<100K,readthrough,exon-exon|0|4|out-of-frame
45-MO-18-563634299|POLR2J3|BCL11B|oncogene,cancer,m3|14|4|CDS(truncated)/intergenic
45-MO-18-563634299|AC004623.1|MDM4|oncogene,cancer|12|3|exonic(no-known-CDS)/UTR
45-MO-18-563634299|AC004623.1|MDM4|oncogene,cancer|12|3|exonic(no-known-CDS)/UTR
45-MO-18-563634299|AC009086.2|SMG1||55|3|exonic(no-known-CDS)/UTR
45-MO-18-563634299|AL445487.1|KPNA2|pseudogene,t3|10|3|exonic(no-known-CDS)/CDS(truncated)
45-MO-18-563634299|IGH@|WWOX|known,chimer4seq,cancer,tumor,m0,multi,mitelman|0|3|---/intronic
45-MO-18-563634299|MDM4|TTBK2|oncogene,cancer,t3,reciprocal|0|3|intronic/intronic
45-MO-18-563634299|MDM4|TTBK2|oncogene,cancer,t3,reciprocal|0|3|UTR/intronic
45-MO-18-563634299|MTG1|SCART1|banned,known,adjacent,healthy,hpa,18cancers,t2,10K<gap<100K,readthrough,exon-exon|0|3|out-of-frame
45-MO-18-563634299|PBXIP1|PMVK|banned,known,adjacent,healthy,bodymap2,hpa,chimer4seq,mitelman,t1,1K<gap<10K,readthrough,exon-exon|0|3|in-frame
45-MO-18-563634299|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1|0|3|CDS(truncated)/UTR
45-MO-18-563634299|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,exon-exon|0|3|CDS(truncated)/UTR
45-MO-18-563634299|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,short_repeats,sr1.52|0|3|UTR/intronic
45-MO-18-563634299|TTBK2|MDM4|oncogene,cancer,t3,reciprocal|0|3|intronic/UTR
45-MO-18-563634299|TTBK2|MDM4|oncogene,cancer,t3,reciprocal|0|3|intronic/UTR
45-MO-18-563634299|TTBK2|MDM4|oncogene,cancer,t3,reciprocal|0|3|intronic/UTR
45-MO-18-563634299|TTBK2|MDM4|oncogene,cancer,t3,reciprocal|0|3|intronic/UTR
45-MO-18-563634299|YY1AP1|ASH1L|known,oncogene,ccle2,chimer4seq,ccle,t2,10K<gap<100K|25|3|CDS(truncated)/UTR
45-MO-18-563634299|CHCHD10|VPREB3|banned,known,adjacent,healthy,hpa,18cancers,ccle3,10K<gap<100K,readthrough,exon-exon|0|2|in-frame
456-MO-19-563638239|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m62,tcga-normal,exon-exon,reciprocal|593|72|in-frame
456-MO-19-563638239|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m62,tcga-normal,exon-exon,reciprocal|593|72|in-frame
456-MO-19-563638239|AC211429.1|POM121|pseudogene,m3,reciprocal|206|20|exonic(no-known-CDS)/UTR
456-MO-19-563638239|AC211429.1|POM121|pseudogene,m3,reciprocal|206|20|exonic(no-known-CDS)/intronic
456-MO-19-563638239|POM121|AC211429.1|pseudogene,m3,exon-exon,reciprocal|206|20|UTR/exonic(no-known-CDS)
456-MO-19-563638239|POM121|AC211429.1|pseudogene,m3,exon-exon,reciprocal|206|20|UTR/exonic(no-known-CDS)
456-MO-19-563638239|POM121|AC211429.1|pseudogene,m3,reciprocal|206|20|UTR/intronic
456-MO-19-563638239|FRG1|FRG1DP|pseudogene,m3,cortex,exon-exon,reciprocal|204|18|CDS(truncated)/exonic(no-known-CDS)
456-MO-19-563638239|FRG1|FRG1DP|pseudogene,m3,cortex,exon-exon,reciprocal|204|18|CDS(truncated)/exonic(no-known-CDS)
456-MO-19-563638239|FRG1DP|FRG1|pseudogene,m3,cortex,exon-exon,reciprocal|204|18|exonic(no-known-CDS)/CDS(truncated)
456-MO-19-563638239|FRG1DP|FRG1|pseudogene,m3,cortex,exon-exon,reciprocal|204|18|exonic(no-known-CDS)/CDS(truncated)
456-MO-19-563638239|FRG1DP|FRG1|pseudogene,m3,cortex,exon-exon,reciprocal|204|18|exonic(no-known-CDS)/CDS(truncated)
456-MO-19-563638239|FRG1DP|FRG1|pseudogene,m3,cortex,exon-exon,reciprocal|204|18|exonic(no-known-CDS)/CDS(truncated)
456-MO-19-563638239|FRG1|FRG1CP|pseudogene,m6,exon-exon,reciprocal|255|16|CDS(truncated)/exonic(no-known-CDS)
456-MO-19-563638239|FRG1|FRG1CP|pseudogene,m6,exon-exon,reciprocal|255|16|CDS(truncated)/exonic(no-known-CDS)
456-MO-19-563638239|FRG1CP|FRG1|pseudogene,m6,exon-exon,reciprocal|255|16|exonic(no-known-CDS)/CDS(truncated)
456-MO-19-563638239|FRG1CP|FRG1|pseudogene,m6,reciprocal|255|16|exonic(no-known-CDS)/UTR
456-MO-19-563638239|FRG1CP|FRG1|pseudogene,m6,exon-exon,reciprocal,short_repeats,sr1.95|255|16|exonic(no-known-CDS)/CDS(truncated)
456-MO-19-563638239|FRG1CP|FRG1|pseudogene,m6,exon-exon,reciprocal,short_repeats,sr1.95|255|16|exonic(no-known-CDS)/CDS(truncated)
456-MO-19-563638239|AL031282.2|CDK11B|lncrna,cancer,m9,10K<gap<100K,exon-exon,reciprocal|248|13|exonic(no-known-CDS)/UTR
456-MO-19-563638239|AL031282.2|CDK11B|lncrna,cancer,m9,10K<gap<100K,exon-exon,reciprocal|248|13|exonic(no-known-CDS)/CDS(truncated)
456-MO-19-563638239|AL031282.2|CDK11B|lncrna,cancer,m9,10K<gap<100K,exon-exon,reciprocal|248|13|exonic(no-known-CDS)/CDS(truncated)
456-MO-19-563638239|CDK11B|AL031282.2|lncrna,cancer,m9,10K<gap<100K,exon-exon,reciprocal|248|13|CDS(truncated)/exonic(no-known-CDS)
456-MO-19-563638239|CDK11B|AL031282.2|lncrna,cancer,m9,10K<gap<100K,exon-exon,reciprocal|248|13|CDS(truncated)/exonic(no-known-CDS)
456-MO-19-563638239|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t6,10K<gap<100K,readthrough,exon-exon|0|10|out-of-frame
456-MO-19-563638239|NSF|LRRC37A3|banned,known,hpa,m2,multi,exon-exon|0|9|in-frame
456-MO-19-563638239|NSF|LRRC37A3|banned,known,hpa,m2,multi,exon-exon|0|9|CDS(truncated)/UTR
456-MO-19-563638239|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|7|CDS(complete)/UTR
456-MO-19-563638239|SMG1|NPIPB5|banned,known,bodymap2,hpa,m0,multi,tcga3,exon-exon,reciprocal|0|7|CDS(truncated)/UTR
456-MO-19-563638239|SMG1|NPIPB5|banned,known,bodymap2,hpa,m0,multi,tcga3,reciprocal|0|7|CDS(truncated)/UTR
456-MO-19-563638239|SMG1|NPIPB5|banned,known,bodymap2,hpa,m0,multi,tcga3,reciprocal|0|7|UTR/intronic
456-MO-19-563638239|AC020904.2|AC073896.1|pseudogene,m3,exon-exon|70|5|exonic(no-known-CDS)/CDS(truncated)
456-MO-19-563638239|CIRBP|FAM174C|banned,known,adjacent,healthy,bodymap2,hpa,cancer,mitelman,t1,gap<1K,readthrough,exon-exon|0|5|UTR/CDS(truncated)
456-MO-19-563638239|ZMYM5|PSPC1|banned,known,healthy,bodymap2,hpa,chimer4seq,rt_circ_rna,mitelman,t3,10K<gap<100K|0|5|CDS(truncated)/UTR
456-MO-19-563638239|CAPN1|NPM1|oncogene,cancer,tumor,t3|0|3|UTR/UTR
456-MO-19-563638239|IGH@|BANK1|banned,known,hpa,m0,multi,mitelman|0|3|---/intronic
456-MO-19-563638239|INMT|MDM4|oncogene,cancer,t3,reciprocal|2|3|intronic/UTR
456-MO-19-563638239|MDM4|TTBK2|oncogene,cancer,t3,reciprocal|0|3|intronic/intronic
456-MO-19-563638239|SIDT2|TAGLN|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,hpa,chimer4seq,cancer,mitelman,1K<gap<10K,readthrough,exon-exon|0|3|CDS(truncated)/UTR
456-MO-19-563638239|TTBK2|MDM4|oncogene,cancer,t3,reciprocal|0|3|intronic/UTR
456-MO-19-563638239|TTBK2|MDM4|oncogene,cancer,t3,reciprocal|0|3|intronic/UTR
456-MO-19-563638239|TTBK2|MDM4|oncogene,cancer,t3,reciprocal|0|3|intronic/UTR
456-MO-19-563638239|YY1AP1|ASH1L|known,oncogene,ccle2,chimer4seq,ccle,t3,10K<gap<100K|23|3|CDS(truncated)/UTR
456-MO-19-563638239|FBXO25|FAM157B|banned,known,pseudogene,bodymap2,hpa,m0,multi,exon-exon|0|2|CDS(truncated)/exonic(no-known-CDS)
456-MO-19-563638239|TPM4|KLF2|known,oncogene,chimer4seq,cancer,t1,exon-exon|0|2|in-frame
456-MO-19-563638239|UBA2|WTIP|banned,known,adjacent,hpa,non_cancer_tissues,1000genomes,18cancers,m1,multi,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|2|in-frame
456-MO-19-563638239|MTAP|CDKN2B-AS1|banned,known,lncrna,cacg,tcga,chimer4pub,10K<gap<100K,exon-exon|0|1|CDS(truncated)/exonic(no-known-CDS)
456-MO-19-563638239|SERF1A|SMN1|banned,known,adjacent,bodymap2,hpa,chimer4seq,m0,multi,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
456-MO-19-563638239|SERF1A|SMN1|banned,known,adjacent,bodymap2,hpa,chimer4seq,m0,multi,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
456-MO-19-563638239|TMEM236|MRC1|banned,known,adjacent,hpa,cancer,t1,1K<gap<10K,readthrough,exon-exon|0|1|in-frame
456-MO-19-563638239|UBE2Q2|FBXO22|banned,known,adjacent,healthy,chimer4seq,t1,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
456-MO-19-563638239|VPS72|TMOD4|banned,known,adjacent,conjoing,ucsc_fully_overlapping,ucsc_same_strand_overlapping,gap<1K,readthrough,exon-exon|0|1|out-of-frame
490-MO-19-563632278|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m66,tcga-normal,exon-exon,reciprocal|821|126|in-frame
490-MO-19-563632278|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m66,tcga-normal,exon-exon,reciprocal|821|126|in-frame
490-MO-19-563632278|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m66,tcga-normal,exon-exon,reciprocal|821|126|in-frame
490-MO-19-563632278|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m66,tcga-normal,exon-exon,reciprocal|821|126|in-frame
490-MO-19-563632278|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m66,tcga-normal,exon-exon,reciprocal|821|126|UTR/CDS(truncated)
490-MO-19-563632278|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m66,tcga-normal,exon-exon,reciprocal|821|126|in-frame
490-MO-19-563632278|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m66,tcga-normal,exon-exon,reciprocal|821|126|in-frame
490-MO-19-563632278|NUP214|ABL1|known,oncogene,chimer2,cgp,ticdb,tcga,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,tcga-cancer,tcga2,mitelman,ccle,t3,tcga-oesophagus,exon-exon|0|5|in-frame
490-MO-19-563632278|C6ORF47|BAG6|banned,known,adjacent,healthy,bodymap2,hpa,t1,1K<gap<10K,readthrough|0|3|UTR/UTR
490-MO-19-563632278|SLC38A9|BLACE|lncrna,m2|23|3|UTR/exonic(no-known-CDS)
490-MO-19-563632278|CEL|CELP|banned,known,adjacent,pseudogene,pair_pseudo_genes,healthy,hpa,1K<gap<10K,readthrough,exon-exon|6|1|CDS(truncated)/exonic(no-known-CDS)
490-MO-19-563632278|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|1|CDS(complete)/UTR
490-MO-19-563632278|PRKAA1|TTC33|banned,known,adjacent,healthy,non_tumor_cells,hpa,1000genomes,chimer4seq,rt_circ_rna,mitelman,t1,1K<gap<10K,readthrough,exon-exon|0|1|CDS(truncated)/UTR
490-MO-19-563632278|SMG1|NPIPB5|banned,known,bodymap2,hpa,m0,multi,tcga3,exon-exon|0|1|CDS(truncated)/UTR
513-MO-15-563678178|TCF3|PBX1|known,oncogene,cosmic,chimer2,cgp,ticdb,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,oncokb,mitelman,ccle,t42|11|104|CDS(truncated)/intergenic
513-MO-15-563678178|TCF3|PBX1|known,oncogene,cosmic,chimer2,cgp,ticdb,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,oncokb,mitelman,ccle,t42,exon-exon|11|104|in-frame
513-MO-15-563678178|TCF3|PBX1|known,oncogene,cosmic,chimer2,cgp,ticdb,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,oncokb,mitelman,ccle,t42|11|104|CDS(truncated)/intronic
513-MO-15-563678178|AC244394.2|AC239859.1|pseudogene,m11,t14,exon-exon|45|44|exonic(no-known-CDS)/exonic(no-known-CDS)
513-MO-15-563678178|AC009533.1|DDX11|pseudogene,oncogene,cancer,m8,cortex,t2,exon-exon,reciprocal|351|42|exonic(no-known-CDS)/CDS(truncated)
513-MO-15-563678178|AC009533.1|DDX11|pseudogene,oncogene,cancer,m8,cortex,t2,reciprocal|351|42|exonic(no-known-CDS)/CDS(truncated)
513-MO-15-563678178|AC009533.1|DDX11|pseudogene,oncogene,cancer,m8,cortex,t2,exon-exon,reciprocal|351|42|exonic(no-known-CDS)/CDS(truncated)
513-MO-15-563678178|AC009533.1|DDX11|pseudogene,oncogene,cancer,m8,cortex,t2,exon-exon,reciprocal|351|42|exonic(no-known-CDS)/CDS(truncated)
513-MO-15-563678178|AC009533.1|DDX11|pseudogene,oncogene,cancer,m8,cortex,t2,reciprocal|351|42|intronic/CDS(truncated)
513-MO-15-563678178|DDX11|AC009533.1|pseudogene,oncogene,cancer,m8,cortex,t2,exon-exon,reciprocal|351|42|CDS(truncated)/exonic(no-known-CDS)
513-MO-15-563678178|DDX11|AC009533.1|pseudogene,oncogene,cancer,m8,cortex,t2,exon-exon,reciprocal|351|42|CDS(truncated)/exonic(no-known-CDS)
513-MO-15-563678178|DDX11|AC009533.1|pseudogene,oncogene,cancer,m8,cortex,t2,exon-exon,reciprocal|351|42|CDS(truncated)/exonic(no-known-CDS)
513-MO-15-563678178|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1|0|16|CDS(truncated)/UTR
513-MO-15-563678178|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,exon-exon|0|16|CDS(truncated)/UTR
513-MO-15-563678178|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,exon-exon|0|16|CDS(truncated)/UTR
513-MO-15-563678178|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1|0|16|CDS(truncated)/UTR
513-MO-15-563678178|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,exon-exon|0|16|in-frame
513-MO-15-563678178|CD81|TSSC4|banned,known,adjacent,healthy,hpa,t3,1K<gap<10K,readthrough|0|11|UTR/UTR
513-MO-15-563678178|CD81|TSSC4|banned,known,adjacent,healthy,hpa,t3,1K<gap<10K,readthrough,exon-exon|0|11|CDS(truncated)/UTR
513-MO-15-563678178|ZNF737|SFPQ|oncogene,cancer,t6|0|6|intronic/UTR
513-MO-15-563678178|ZNF737|SFPQ|oncogene,cancer,t6|0|6|UTR/UTR
513-MO-15-563678178|AC009086.2|SMG1|m3,t1|42|5|exonic(no-known-CDS)/UTR
513-MO-15-563678178|AC009086.2|SMG1|m3,t1,short_repeats,sr1.76|42|5|exonic(no-known-CDS)/UTR
513-MO-15-563678178|IGH@|BACH2|banned,known,chimer4seq,cancer,m0,multi,mitelman|0|5|---/intronic
513-MO-15-563678178|BTN2A2|BTN2A3P|pseudogene,t4,10K<gap<100K,exon-exon|17|4|CDS(truncated)/exonic(no-known-CDS)
513-MO-15-563678178|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|4|CDS(complete)/UTR
513-MO-15-563678178|NSF|LRRC37A3|banned,known,hpa,m0,multi|0|3|intronic/UTR
513-MO-15-563678178|PRKAA1|TTC33|banned,known,adjacent,healthy,non_tumor_cells,hpa,1000genomes,chimer4seq,rt_circ_rna,mitelman,t2,1K<gap<10K,readthrough,exon-exon|0|3|CDS(truncated)/UTR
513-MO-15-563678178|WDR86|WDR86-AS1|ensembl_partially_overlapping,lncrna,ucsc_partially_overlapping,refseq_partially_overlapping,gencode_partially_overlapping,t1,exon-exon|12|3|CDS(truncated)/exonic(no-known-CDS)
513-MO-15-563678178|ASH1L|YY1AP1|known,oncogene,ccle2,chimer4seq,ccle,t2,10K<gap<100K,exon-exon|19|2|UTR/CDS(truncated)
513-MO-15-563678178|CCDC32|CBX3|banned,known,healthy,tcga,hpa,gtex,gliomas,chimer4pub,chimer4seq,tcga-normal,mitelman,tcga-oesophagus,exon-exon|0|2|UTR/UTR
513-MO-15-563678178|FBXO25|FAM157B|banned,known,pseudogene,bodymap2,hpa,m0,multi,exon-exon|0|2|CDS(truncated)/exonic(no-known-CDS)
513-MO-15-563678178|OAZ1|PTMA|banned,known,oncogene,hpa,cancer,exon-exon|0|2|in-frame
513-MO-15-563678178|SIDT2|TAGLN|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,hpa,chimer4seq,cancer,mitelman,t2,1K<gap<10K,readthrough,exon-exon|0|2|CDS(truncated)/UTR
513-MO-15-563678178|B3GNTL1|METRNL|banned,known,hpa,gtex,chimer4seq,t1,exon-exon|0|1|out-of-frame
513-MO-15-563678178|CTBS|GNG5|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,non_tumor_cells,hpa,1000genomes,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|1|in-frame
513-MO-15-563678178|MTG1|SCART1|banned,known,adjacent,healthy,hpa,18cancers,t1,10K<gap<100K,readthrough,exon-exon|0|1|out-of-frame
513-MO-15-563678178|NFATC3|PLA2G15|banned,known,adjacent,healthy,bodymap2,hpa,chimer4seq,cancer,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|1|in-frame
545-MO-17-563273686|ADGRE2|ADGRE5|banned,known,paralogs,healthy,duplicates,bodymap2,hpa,gtex,cancer,m4,tcga-normal,exon-exon,reciprocal|92|16|in-frame
545-MO-17-563273686|ADGRE5|ADGRE2|banned,known,paralogs,healthy,duplicates,bodymap2,hpa,gtex,cancer,m4,tcga-normal,reciprocal,short_repeats,sr1.00|92|16|UTR/intronic
545-MO-17-563273686|ADGRE5|ADGRE2|banned,known,paralogs,healthy,duplicates,bodymap2,hpa,gtex,cancer,m4,tcga-normal,exon-exon,reciprocal|92|16|in-frame
545-MO-17-563273686|MTG1|SCART1|banned,known,adjacent,healthy,hpa,18cancers,t2,10K<gap<100K,readthrough,exon-exon|0|12|out-of-frame
545-MO-17-563273686|ACAD8|GLB1L3|banned,known,adjacent,healthy,bodymap2,hpa,t5,1K<gap<10K,readthrough|0|10|UTR/UTR
545-MO-17-563273686|AC093878.1|CAMSAP1|pseudogene,m6,t7,reciprocal|39|7|exonic(no-known-CDS)/CDS(truncated)
545-MO-17-563273686|CAMSAP1|AC093878.1|pseudogene,m6,t7,reciprocal|39|7|CDS(truncated)/exonic(no-known-CDS)
545-MO-17-563273686|CAMSAP1|AC093878.1|pseudogene,m6,t7,reciprocal|39|7|CDS(truncated)/exonic(no-known-CDS)
545-MO-17-563273686|CAMSAP1|AC093878.1|pseudogene,m6,t7,reciprocal|39|7|CDS(truncated)/exonic(no-known-CDS)
545-MO-17-563273686|FGFR2|FOXP1|known,similar_reads,oncogene,ambiguous,cancer,tumor,m0,multi|12335|7|intronic/intronic
545-MO-17-563273686|AC135048.4|NSD2|oncogene,cancer,tumor,t5|0|5|exonic(no-known-CDS)/intronic
545-MO-17-563273686|NFATC3|PLA2G15|banned,known,adjacent,healthy,bodymap2,hpa,chimer4seq,cancer,mitelman,ccle3,t2,10K<gap<100K,readthrough,exon-exon|0|5|in-frame
545-MO-17-563273686|CRLF2|TRB@|oncogene,cancer,m3,short_repeats,sr1.42|0|4|intergenic/---
545-MO-17-563273686|FOXP1|ETV6|known,similar_reads,pair_pseudo_genes,oncogene,cgp,ambiguous,cancer,tumor,m0,multi|10316|4|intronic/intronic
545-MO-17-563273686|IGH@|CCND3|known,chimer2,cancer,m0,multi,oncokb,mitelman|0|4|---/intronic
545-MO-17-563273686|CDK6|TAF1D|known,oncogene,tcga,cancer|0|3|intronic/UTR
545-MO-17-563273686|CDK6|TAF1D|known,oncogene,tcga,cancer|0|3|intronic/UTR
545-MO-17-563273686|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|3|CDS(complete)/UTR
545-MO-17-563273686|NPIPB5|SMG1|banned,known,bodymap2,hpa,m2,multi,tcga3,t2,reciprocal|0|3|intronic/UTR
545-MO-17-563273686|SMG1|NPIPB5|banned,known,bodymap2,hpa,m2,multi,tcga3,t2,exon-exon,reciprocal|0|3|CDS(truncated)/UTR
545-MO-17-563273686|TAF15|TCF3|known,oncogene,ambiguous,cancer,tumor,m1,multi|75|3|intronic/intronic
545-MO-17-563273686|CTBS|GNG5|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,non_tumor_cells,hpa,1000genomes,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|2|in-frame
545-MO-17-563273686|JAK3|INSL3|banned,known,adjacent,hpa,1000genomes,18cancers,cancer,mitelman,t1,1K<gap<10K,readthrough,exon-exon|0|2|in-frame
545-MO-17-563273686|PRKAA1|TTC33|banned,known,adjacent,healthy,non_tumor_cells,hpa,1000genomes,chimer4seq,rt_circ_rna,mitelman,t2,1K<gap<10K,readthrough,exon-exon|0|2|CDS(truncated)/UTR
545-MO-17-563273686|FBXO25|FAM157B|banned,known,pseudogene,bodymap2,hpa,m0,multi,exon-exon|0|1|CDS(truncated)/exonic(no-known-CDS)
545-MO-17-563273686|FGFR1|NSD3|known,oncogene,tcga,ccle2,chimer4seq,cancer,tumor,tcga-cancer,mitelman,ccle,t1,10K<gap<100K,exon-exon|19|1|CDS(truncated)/UTR
545-MO-17-563273686|TRIM52|RACK1|banned,known,adjacent,hpa,non_cancer_tissues,cancer,t1,1K<gap<10K,readthrough,exon-exon|2|1|out-of-frame
551-MO-15-563637252|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m31,tcga-normal,exon-exon,reciprocal|460|56|in-frame
551-MO-15-563637252|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m31,tcga-normal,exon-exon,reciprocal|460|56|in-frame
